Question,PlainTextAnswer,MLAI's ChatGPT Responses
"If the customer has opted for Moratorium, can we fund this customer under ECLGS?","Yes,we can fund under this scheme",
Will admin Fee be added to Processing fee for payout calculation?,Only PF will be considered for payout calculation,
Process of activity approval for third party service provider,The approval of a new third party activity should be carried out by concerned Business Head (members from the leadership team at two reporting levels below the Executive Director). The approval should be obtained through iProcess. ORMG should be marked as ‘For information’ in the iProcess memo,
What should I do when I receive a new debit card?,"1. Activate your new Debit Card via Internet Banking logged in section or by calling us on 069 25510678 (Calls to this number use free plan minutes if available, otherwise they cost the same as 01/02 prefix calls). 2. Generate your Debit Card PIN (Personal Identification Number) via online banking or at any VISA ATM.3. Ensure that your first transaction is at a VISA cash point (ATM) in Germany. Please note that your card will not work online or at a merchant if the first transaction has not been at a VISA ATM.4. Sign the grey panel on the back of your card",
Pin code,Please share the pin code to VSTS support for mapping.,
What will be reason if CRM Lead ID is showing as zero?,"This happens when the mapping on connector platform is not updated. This results in the file not being able flow to CRM. Check if the connector is mapped to you on High Rise. Mail the product team informing the same. If the connector is not mapped to you on High Rise, RHM approval is necessary",
Which SR type to be raised for prepayment/foreclosure statement?,SR type is – LN_Deliverables Related LN_Issuance of Prepayment Statement,
What are the various modes through which customer can do pre-closure of loan?,Customer can do pre-closure of loan through branch and through NEFT/RTGS mode.,
What is LAP+MOD Combo?,"LAP to self-employed borrowers can also be funded as a combination of LAP and Mortgage overdraft. Under this product, the customer is funded part of the loan as a term loan where he pays EMI and the other part is a OD limit which is set up on his existing current account or a new account is opened for this purpose. This limit can be used by the customer as per his requirement and he pays monthly interest only on the funds used.Mortgage Overdraft is a drop-line OD facility where the limit will reduce every year. The facility will be renewed every year. The proportion of LAP and MOD is flexible with minimum LAP amount being 10 lakhs.This product works best when there is an immediate funding need which is long term coupled with a declining working capital requirement. The immediate need can be met with LAP and the declining working capital requirement can be met with Mortgage OD. Both can be funded on the same property. ParameterNormsLoan AmountRs 10 Lakhs to Rs 5 CrEligible ProductLAP- Resi and CommercialEligible borrowersSelf EmployedEligibility computationSame as LAPMaximum Tenure15 yearsFinancialsAudited financials to be provided Limit set upIs done by Business Loan Group (BLG)",
How do I extend my blocked account?,"You cannot extend your existing blocked account, you will have to make an application for a new blocked account.",
what rate can be offered to customer while loan conversion,"Basis the current principal outstanding of the loan, customer can avail conversion at prevailing applicable rate. Please refer the latest pricing matrix.",
Can I regularise multiple BOE against one ORM and vice versa in TOL?,Multiple BOEs against one ORM can be regularised and multiple ORMs can be regularised against one Bill of Entry.,
Can we book cases of Land + Construction under IMGC scheme?,Land + Construction cases cannot be booked under IMGC for following reasons:• Standalone land loan is not covered by IMGC.• Under construction risk is also not covered by IMGC,
Prepayment charges amount is calculated on which amount?,"Prepayment charges amount is calculated on the principal outstanding as on the request date but if the prepayment is done within one year of part payment, then the prepayment charges would be applicable on prepayment amount as well as on part payment amount.",
VSTS process,Please check VSTS user guidelines which is available in the login page,
What is valid address proof for Current Account opening,"Your proof of address must be issued by a recognised authority, city registration (Meldebescheinigung), bank or utility company (e.g. water, gas, electric or telephone company) and must include your full address. Your proof of address should not be more than three months old",
Why am I not able to select PL limits at time of Pre-shipment issuance.?,"For EPC-PCFC issuance , ""PL limits"" selection is not allowed in TOL. An error will occur if the option is selected. To proceed, please select correct Limit ID.",
What is the status of my account application?,You can track the account status via application portal logged in section or call us on our Customer Service Centre on 069 25510678 (for calls from Germany) / +91 40 7140 3336 (for calls from India),
"If income of both applicant and co-applicant is considered for eligibility calculation, Applicable FOIR and INSR norms to be calculated based on individual applicant's income or combined income",Income of both Applicant and co-applicant should be combined to derive applicable FOIR and INSR Norms.,
Loan against share will be considered in exposure,Yes,
What is an OVD?,OVD implies “officially valid document” for the purpose of KYC as per RBI.,
TAT for vendor,T+ 4 work days,
Personal Guarantor,"Personal Guarantee normsShould beShould notKnown to the applicantBelong to a caution profile and should not be from caution area.Based at ICICI Branch locationThe guarantor should not have taken any other loan or given guarantee to an existing ICICI loan. In case of above, both cumulative loan amount and guarantee shall not exceed the eligibility norm of the Guarantor, as applicable.In service till the maturity of the loan. In case, the guarantor is self-employed, he should not exceed 65 years of age at loan maturity.",
Please clarify for 30 year tenure; 30 years tenure cannot be given in under-construction properties where customer will serve PEMI; Or Cases with 30 years tenure shall be booked under EMIUC only(Customer pays EMI during the under-construction period),Cases with 30 years tenure shall be booked under EMI under construction only.,
What is the reason that customer rate of interest is high as compared to new customer’s rate and that to avail prevailing rate he needs to opt for conversion,If the customer has availed loan under floating rate of interest then the applicable rate that is offered to customer is I-MCLR-1Y/I-Base/FRR/PLR plus margin. The I-MCLR-1Y/I-Base/FRR/PLR is linked to market condition and the margin that is offered to customer remains fixed throughout the tenure of the loan. Hence whenever there is change in I-MCLR-1Y/IBase/FRR/PLR rate the ROI gets effected. Due to this the existing customer rate is higher from the prevailing rate. For e.g. at the time of availing loan ROI was 8% (IBase) + 2% margin (fixed) so effective ROI was 10%. Now IBase has changed from 8% to 9.75%. As the margin was fixed the effective ROI has now become to 9.75% + 2% = 11.75%. Hence if customer wants to avail prevailing rate customer has to opt for conversion to change the contracted terms,
What is Broker Code?,Broker code is unique numeric 6-digit code created on enrollment. All cases referred by you will be punched against this code.,
Is downsizing of loan possible after partial disbursement?,"Yes, loan can be downsized after partial disbursement",
In Internal BT resale case do we need to do Legal verification for existing mortgaged property?,Required for all cases except Internal BT cases as mentioned below.No legal verification will be done in case of internal BT (Where the seller has a loan with ICICI Bank and buyer is taking loan from ICICI Bank) subject to fulfillment of the following conditions:a) Title search report (TSR)/ Encumbrance certificate (EC) must be taken from the date of existing loan taken by sellerb) No post disbursement documents (PDD) must be pending in the existing loanc) Legal of the current draft agreement between buyer and seller will be done,
What are the MODT charges applicable for loans under ECLGS Scheme?,"Yes, there will be MODT charges applicable as per State norms for Top-up loans",
Can I initiate Foreign LC request through TOL,Foreign LC can be initiated through TOL for Limits backed & FD backed cases,
Subsequent Disbursement through Central Processing Centers,"Subsequent Disbursement through Central CPC Process:Click below link for  Subsequent Disbursement through Central CPC Process:https://assetknowledge.icicibank.com/ICICIMortgageAcademy/process/login-sanction-disbursement-process/process-updatesAs per current process, all subsequent disbursement request received from customer through iMobile & Physical mode is processed through local CPC. To provide seamless service to customers and faster disbursement of loan, we are implementing subsequent disbursement process through Central location. In the revised subsequent disbursement process flow, request will flow to Vendor (TCS) through iDisburse. Basis the request received, vendor will follow the below mentioned process:Identify whether the case is a Straight Through Process (STP) or a Non-Straight Through Process (NSTP) basis the defined parameters (mentioned below as well as included in the attached document) If the case is STP, then vendor will prepare &  approve DM. Accordingly, the case will directly get assigned to Finnone OPS team for disbursement If the case is NSTP, then vendor will prepare DM & case will be assigned to Credit for DM approval. Credit will check the details and accordingly approve DM and the case will then get assigned to Finnone OPS team for disbursement. Detailed proposed process flow is available on Mortgage Academy, link provided below. Further please note that the we have raised requirement to technology team for changes in the existing iDisburse workflow basis the revised process.   To begin with the new process with the existing iDisburse workflow, we are starting the Pilot in the below-mentioned locations. All subsequent disbursement request received at below locations will be processed by Vendor (TCS) based out of Turbhe. Pilot Location:Andheri MIDC Mumbai Pune Kondhwa Ahmedabad Makarba Below are the brief process steps to be followed during pilot for subsequent disbursement cases logged through iMobile and through physical documents: Sr. NoiDisburse TraysiMobile                                              PhysicalFPRActivities to be performedFPRActivities to be performed1Case introduction / iMobile Disbursement TrayTCS -CentralMonitor APS Dashboard to track the subsequent disbursement cases. Ø  User to select & assign the case to self-Tray in APS by changing stage as “In Process”Ø  Once case disbursed, stage have to be changed manually in APS as Disbursed, Refer Annexure 1 documented in process flow for detail steps to be followed to manage APS Dashboard. The process for introducing case in i-Disburse is as follows:Ø  Login into iDisburse Ø  Click on ‘iMobile-Disbursement’ tray available in the Activity list to populate cases raised by customer through i-Mobile.Ø  In the ‘iLoans Case’ field, select ‘Yes’.Ø  Update the ‘iLoan Disb ID’ as per details available in APS Disbursement Dashboard.Ø  Update the necessary value in ‘Process Shop Name’. Process shop available in APS DashboardØ  Select YES in Central CPC flag Ø  Select the cheque cut location basis APS dashboard process shop nameØ  Click on ‘Submit’ after completion of data entryOps Executive-local CPCEnsure below mentioned documents are available in the disbursement docket logged by sales teamØ  Demand LetterØ  DRFØ  OCR & bank statement of OCR clearance for CAT B & CAT C developersØ  Builder payment receipt of previous disbursement If all the above documents are available, Ops executive to introduce the case in iDisburse The process for introducing case in iDisburse is as follows:Ø  Login into i-Disburse Ø  To introduce new case – Select ‘Case Introduction’ in Activity List & then click on ‘New+’ –Data entry – Fields with * are mandatory.Ø  Select Case Type as ‘Non-APS’.Ø  Ensure values in ‘Main Product’, ‘Sub Product’ & ‘Loan Type’ fields are updated as ‘Home Loan’, ‘Disbursement’ & ‘Part Disbursement’.Ø  Update Loan Account Number in the field ‘LAN No.’ & click on ‘Go’. Accordingly, details from Finnone & PAS will get populated.Ø  In the ‘iLoans Case’ field, select ‘No’Ø  Update the necessary value in ‘Process Shop Name’. Ø  Central CPC flag to be selected as ‘Yes’. Click on ‘Submit’ after completion of data entry.  2ScanningNot ApplicableNot ApplicableOps executive- local CPCØ  Scan all the documents, upload the same in iDisburse & complete the Scanning step.3CPA TrayTCS -CentralA.    Ensure below mentioned document is available, If any of the document from the below mentioned list is pending, then the case to be assigned under customer pendency tray & team to coordinate with the local sales·         Demand Letter·         DRF (only for physical case)·         OCR & bank statement of OCR clearance for CAT B & CAT C developers·         Builder payment receipt of previous disbursement·         Ensure signature on DRF is matching with KYC/previous DRF (only for physical case) B.    Check the eligibility of current demand as per technical report.1.     Calculate the eligible disbursement amount using calculator(format enclosed) and wherever demand requested by builder is not as per the % recommendation mentioned on technical report available in PAS. Check the last visit date mentioned on the technical report, if the last visit date mentioned is more than 1 month then case to be pushed to technical coordinator tray for technical update.2.     Favouring on technical report and favouring as per demand letter is same. If it is not same then case to be pushed to technical coordinator tray for technical update.3.     If the query is raised as per point no 1 above,  Technical team to update the technical report in PAS and assign the case to CPA tray. If the query is raised as per point no 2 above, technical team to follow the new favouring updation process, update the technical report and assign the case to CPA tray4.     On resolution of query by technical team, vendor to download the updated technical report from PAS and upload the same in iDisburse. C.    Post resolution of customer pendency & technical related query, team to check below mentioned additional points and classify the case into STP & NSTP category:Sr.NoSTPNSTP1Current disbursement date is less than 1 year from the last disbursement date.Current disbursement date is greater than 1 year from the last disbursement date.2Pending dues in loan account is Nil or below Rs 1000Pending dues in loan account is above Rs 10003Current disbursement amount as per demand letter is eligible  for disbursement, use calculator to calculate the eligible disbursement amountCurrent disbursement amount as per demand letter is not eligible  for disbursement, use calculator to calculate the eligible disbursement amount4No PDD pending.(Refer Finnone PDD module to check PDD)PDD pending(Refer Finnone PDD module to check PDD)5Cumulative disbursement amount including current demand is not exceeding original sanction amountCumulative disbursement amount including current demand is exceeding original sanction amount6Transaction is for part disbursementTransaction is for Part & Final7Favouring on technical report and favouring as per demand letter is same 8 Builder PreEMI scheme cases , refer promotion code to identify the builder PreEMI cases. Promotion code description will contain CLP. Note : Once the case is classified as STP or NSTP, team to mention the same in remarks section of iDisburse and assign the case to DM preparation tray4DM PreparationTCS –CentralChecker to check all the above mentioned points and verify whether the case has been classified properly as STF or NSTP. If incorrect classification has been provided then checker to modify the same in remarks section and assign the case further for Final Disb Check5Final Disb CheckCredit-CentralApprove the DM for all STP & NSTP cases, in case of incorrect classification at TCS end, credit manager to share the feedback with TCS team.6NDC CheckerTCS –CentralStep complete the tray and for mandatory checkpoint  capture remarks ‘Subsequent disbursement pilot STP/NSTP‘7Finnone MakerTCS-CentralComplete the Maker in Finnone as per current process & wherever payment mode is FT/RTGS, complete the payment entry for electronic disbursement in builder account8Finnone CheckerOps-CentralComplete the checker in Finnone as per current process & wherever payment mode is FT/RTGS, complete the payment entry for electronic disbursement in builder account9Cheque printingOps-LocalPrint the cheque from local CPS and handover to credit ops as per current process",
What is DMA & NDMA?,"Business sourcing agencies are called “Service Providers – Business Sourcing” as per outsourcing guidelines of the Bank, these service providers are commonly known as DMAs. These agencies/agents are appointed by mortgage sales team for soliciting mortgage businessDMA Channel are further classified as below: DMA: Agency which operates in only one location or region is termed. National DMA: Agency which operates in multicity location or Pan India.",
Creation of VSTS ID,"For more details on VSTS application, please get in touch with Vivek Rai (173403)",
GRP Calculator,Click on below Link for GRP Calculator:https://assetknowledge.icicibank.com/display/MTP/GPR+Multiplier+Calculator https://assetknowledge.icicibank.com/display/MTP/GPR+Multiplier+Calculator,
What is the interest rate on the overnight deposit account?,You can view the current interest rate on your savings account in your customer login under Account information> Account overview.,
Rented house,Rent agreement with utility bill of the landlord not older than 3 months,
How to restrict Connector payout for particular LAN / Application no ?,"Go to: ICICI Bank Universe>Helpdesk>Log Helpdesk Call>New Service RequestSR Path: INTERNAL PROCESS MANAGEMENT > RAOG > DMA-REQUEST OF PAYOUT RESTRICTION.To restrict NIL or any % payout for particular LAN, no approval is required. For restriction raise the SR in ICRM along with details of case to be restricted to be sent to payouts team at least 3 days before payout processing cycle to release the restricted payout, payout team will require AGM & Above Business & Planning team I memo approval keeping payouts team in FORINFO) through SR along with case details to release the restricted payout as provided in Approval Matrix.Note: If any request for restrictions are raised after the end of payout cycle then the same will not be considered for restriction and full payout will be released.",
Is e-Aadhar letter downloaded from UIDAI site acceptable as an OVD?,E-Aadhar letter downloaded from UIDAI site is acceptable as an OVD.If the customer himself / herself has downloaded such letter then bank needs to ensure authenticity of the document through either of the following processes:1. Online Aadhar authentication process through UIDAI website login available to select branch / asset business employees2. Online Aadhar authentication process through APS where APS frontend is available at the point of sale.,
How do I activate my account?,"You need to activate your account via our accout activation portal. The link for the activation portal will be sent to you registered email address. To activate your account, please fill in the required details and complete the KYC successfully, post that your account will be activated.",
i-Home,"i-Home App:Process Overview: The Sales team can source existing customers as well as New to Bank (NTB) customers through iHome Loans App. Sales Executive to upload clear images of Original documents (KYC, income, Banking) through the App. Irrespective of case status (Sanction letter/ Offer letter issued), APS ID would be directly created through App. The same APS ID to be mentioned on sanction file being submitted. For cases wherein AF/PF is not paid online by the customer, AF/PF cheque needs to be obtained at the time of Login. For PMAY cases, ensure self-income declaration and other documentation is collected at the time of login. For cases having offer letter, sanction letter to be issued from Process Shop. For cases already sanctioned through App, sanction letter to be issued, only if any revisions in App-generated sanction letter. The case would be processed in APS & iDisburse as per current process being followed. Co-Applicant addition and Disbursement would be done as documented in eCircular. Sales Team to submit simplified application form duly filled & signed by the applicant. The sales team to mention Application form number on the form. The application form number can be referred from the Sanction/Offer letter.Click on mentioned link for any updated: https://assetknowledge.icicibank.com/display/MTP/iHomeLoans https://assetknowledge.icicibank.com/display/MTP/iHomeLoans",
Can we consider pre emi period as seasoning while processing Top up Loans on existing ICICI Home Loans or BT plus Top up loans.,"Pre-EMI period can be considered as part of the loan seasoning, while processing a BT+Top up loan or a standalone Top up loan.",
Hi,"Hi, I'm iBOS and i am a chatbot. I can help you with queries related to outsourcing activity",
Can I open a joint account?,"Yes, you have the option of opening a joint ICICI Bank savings account at ICICI Bank. In order to be able to complete the account opening, it is necessary that both applicants have identified themselves by post.",
Re-mapping of service provider/third party vendors,"Prerequisite – User should have “BOS user” role in Business Outsourcing System (BOS)/Valued Partners Tracking System (VPTS) application. Click here to know the processLogin to Valued Partners Tracking System (VPTS)/Business System (BOS) application http://vpts.icicibankltd.com/ Click “Master” à “Service Provider Mapping Master” In “Select on” field, select “Service Provider ID/Name of Service Provider” from the drop down Enter six-digit “Service provider ID/vendor ID/IBOX ID/service provider name/vendor name” Click “Search”, “Re-map” with your group and product Request will flow to ORMG for approval",
How to check pre-approved offers on CRM?,Path : Quick Links > Cust/ Partner Search>Enter customer’s existing Loan Account> Click on Fetch Data> Click on Customer One View >Click on LOP Presentor,
What is valid Id proof for Current Account opening,"Your proof of identity must be issued by a public authority, displaying your name, date of birth, nationality, signature and a photograph of you. Your passport (should be valid atleast six months from the date you apply) and German residence permit are two good examples of proof of identity",
What are the Sr types that branch has to raise for processing part payment request?,For CashAD/Transfer Cheque:'LN_Part payment-Resched/Conversion/Reposses_Part Prepayment with EMI/Tenor Change Cash_HL/CL 'For Cheque:‘LN_Part payment-Resched/Conversion/Reposses Part Prepayment with EMI/Tenor Change_Cheque HL/CL'.,
De-mapping of service provider/third party vendors,"Prerequisite – User should have “BOS user” role in Business Outsourcing System (BOS)/Valued Partners Tracking System (VPTS) application. Click here to know the process Login to Valued Partners Tracking System (VPTS)/Business System (BOS) application http://vpts.icicibankltd.com/ Click “Master” à “Service Provider Mapping Master” In “Select on” field, select “Service Provider ID/Name of Service Provider” from the drop down Enter six-digit “Service provider ID/vendor ID/IBOX ID/service provider name/vendor name” Click “Search”, “De-map” with your group and product Select “De-map reason” from the drop down and click “Save” System will de-map the service provider on a real time basis",
Can we process a case under LAP on specialized property where part of property is rented and remaining is self-occupied and separate doors are provided for both?,"Please consider valuation to the extent of self-occupied portion only. Loan to be re-sized accordingly.NOC from tenant to be taken, clearly stating that “he is aware, that the owner of the property is availing a loan on the property, and in case of default, bank right to take possession of the property will be over and above the tenants right to occupy the property under lease”",
where can i see my pending inward remittance?,Inward Remitances can be viewed fromCIB Portal through the path given belowPath:  CIB-->Trade--> Foreign Inward Remittance,
Which documents are to be referred to ascertain the investment in plant and machinery?,CA Certificate certifying original investment and  Audited Balance Sheet.,
Partnership,Minimum Two,
View the service provider agreement (SPA) uploaded in the Omnidocs system,"Prerequisite – User should have “BOS user” or “View” role in Business Outsourcing System (BOS)/Valued Partners Tracking System (VPTS) application. Click here to know the process Login to Valued Partners Tracking System (VPTS)/Business System (BOS) application http://vpts.icicibankltd.com/ Click “Master” à “Service Provider Registration Master“ In “Select on” field, select “Service Provider ID/Name of Service Provider” from the drop down Enter six-digit “Service provider ID/vendor ID/IBOX ID/service provider name/vendor name” Click “Search”, “Edit” Click View Documents (At the bottom of the page)",
How can I change an exemption order from you?,"An exemption order that has already been issued can only be changed by issuing a new exemption order.A change can be requested online or using a form.To change your exemption order online, please choose the following way:* Click on ""Account Information"" in the top menu* Click on ""Order"" on the left* Click on ""Change the placement of an exemption order online""Please fill in the required fields and then click on ""Send"".If you would like to use the form, you can find it on our website at the following locations:Form in pdf format:YOUR ACCOUNT / ICICI BANK DAILY MONEY / FAQs / Account ManagementorYOUR ACCOUNT / ICICI BANK DAILY MONEY / interest rates / exemption orderAlternatively, you can print out the form via the secure login area under ""Account information / order"".In both cases, please send the completed and signed form toICICI Bank customer supportBox 217526414 Schortens.As soon as we have received the new exemption order, the changes can be recorded in our system.Please also note that a reduction of the exemption is only possible up to the amount already exhausted in the current calendar year.",
Is IBAN for deposit different to my Current account?,"No, the IBAN will remain the same.",
Do we have conversion related details on website?,"Yes, conversion details are updated on website. Link for the same is - http://www.icicibank.com/Personal-Banking/loans/home-loan/existing-customers.page?#toptitle http://www.icicibank.com/Personal-Banking/loans/home-loan/existing-customers.page?#toptitle",
VSTS full form,Vendor Staff Tracking System,
Interest rate & Charges,https://assetknowledge.icicibank.com/ICICIMortgageAcademy/home-loan-pricing-calculator-24400127.html https://assetknowledge.icicibank.com/ICICIMortgageAcademy/home-loan-pricing-calculator-24400127.html,
What is DFP?,DFP means 'Delegation of Financial Powers'.,
What is the current prepayment charge for Non Home Loan if the applicant/co-applicant is non individual?,"Prepayment charge  is 4% plus service tax. But if the LAP/NR/LRD loan is sanctioned prior to March 1, 2011 and LAP Top Up loan is sanctioned prior to Jan 1,  2015 than applicable prepayment charges would be 2% plus taxes",
Is it mandatory to collect Branch Manager recommendation letter for Type B location cases?,"For Type B location cases, Branch Manager recommendation letter must be documented.",
"If any loan is exceeding the loan amount cap for the specified category due to addition of insurance, can it still be marked as PSL under that category?","Sanction amount including insurance should not exceed the cap as specified for the category, however if the insurance is booked under a different loan account number, such that the base loan does not exceed the loan amount cap for the category then the base loan can be considered for PSL classification.",
What is Asset Linked Current Account?,"Asset linked CA Product is a combo of mortgage and Current A/c in which the client receives multiple benefits in mortgage and Current A/c. There is no need of separate CA for Mortgage and business transactions, the disbursement amount will be credited in ICICI Current A/c. Asset linked CA Product is a combo of mortgage and Current A/c in which the client receives multiple benefits in mortgage and Current A/c. There is no need of separate CA for Mortgage and business transactions, the disbursement amount will be credited in ICICI Current A/c",
Can we fund cases where customer is having Kirana store at ground floor and he resides at first floor in the same building.,"Yes, NFA for residence cum office to be taken",
How can I change my email address online?,"To change your email address, please do the following:* Go to ""www.icicibank.de""* Please click ""LOG IN"" on the right side* Log in with customer ID and password* Click on ""Account Information"" in the top menu* Click on ""Order"" on the left* Click on ""Request to change the email ID"" Please fill in the required fields and then click on ""Send"".As soon as your order has been processed, you will receive a confirmation via email.",
"In NRI cases as per MOG, loan can be repaid by either NRE/NRO account of NRI or relative (as defined under Companies Act) of the borrower in India. Can we take repayment through current account of proprietary concern",Yes. Repayment can be taken from proprietary account of individual who is a close relative. Necessary deviation may be taken from the competent authority as per mortgage operating guidelines,
What are the benefits of the Mortgage Connector Platform?,Mortgage connector platform allows the following functions:Refer & track leadsTrack payout statusRaise a query/complaintRequest change of mapping of representativeConnector meet updatesSelf - help guidesCalculatorsProduct & process informationGallery & Testimonials,
View annual review risk assessment of a service provider,"Prerequisite – User should have “BOS user” or “View” role in Business Outsourcing System (BOS)/Valued Partners Tracking System (VPTS) application. Click here to know the process Login to Valued Partners Tracking System (VPTS)/Business System (BOS) application http://vpts.icicibankltd.com/ Click “Master” à “Service Provider Annual Review” Enter six-digit “Service provider ID/vendor ID/IBOX ID/service provider name/vendor name” Click “Search”, “View” Note: Refer Compliance risk score, Financial risk score, Information Security risk score and Overall risk score",
"Can we fund Top Up on NRP to a Customer in case earlier NRP was sanctioned against Vacant Commercial Property(as per Customer Declaration), but same property is now verified as Industrial Property by Technical Team.","In case the customer has not adhered to the undertaking with regard to the usage of property, the same is an “Event of Default”.In case, you still wish to give him additional loan, based on credit discretion, the same should be booked as Lap-specialized property.Also the existing NRP loan should be reprised, to cover the additional risk arising on account of underlying collateral being put to industrial usage.",
Whether MOE is applicable for Top up/Enhancement ?,MOE is applicable for Top up / Enhancement.,
What are the norms to be followed in case of permanent transfer to India of an existing NRI customer,"NormsDocumentsEligibility to be calculated based on new salary income and existing normsNew appointment letter and latest salary slip (from Indian employer) or revised payment structure if applicant is coming back to India through the same employerLoan tenor as per applicable product norms minus number of years loan is already runningSupplementary Agreement/ Amendment letter to be signedIf new eligibility<old eligibility, then the difference has to be paid by the borrowerPDCs/ Direct Debit or ECS mandate from NRE account to be swapped with new PDC/ Direct Debit or ECS mandate from local A/c",
What is CETO or Who is CETO,"That’s me, I am ICICI Bank Germany Chatbot, here to help you with any queries you have today",
What is B.O.L.T?,"Combined Offering of Pragati and extra home loan to self-employed customers onlyLTV + FOIR – 140%Loan to value for HL – Self-employed 75%LIP report to be prepared by IMGC, initial Sanction & P.D. to be done by IMGCParameters  Norms  Eligible product  Home Loans and Home Improvement Loans Eligible borrower Self-employed only Minimum loan amount  ₹5 Lac  Maximum loan amount  ₹50 Lac  Maximum tenure  20 years  Minimum income  No minimum income  Employment Stability 5 years (3 years in current business) Eligibility Assessment Based on the LIP report provided by IMGC  Required documents -3 years B/S and P/L Account –  Not Mandatory -2 years Income Tax Returns  -Bank statement for 12 months -LIP Report in specified format",
What is the Branch process to do part payment in Loan,"No, customer cannot inform about the effect verbally, he has to fill the customer request form and tick the relevant option",
How is the effect of conversion given in loan,Effect of conversion is given by either reducing the EMI amount or by reducing the tenure.,
For re-credit of RTR & NIP schemes to offer normal conversion rate do we need to trigger CIBIL and check customer banking details,There is no need of CIBIL or checking of banking details. Re-credit can be done by checking customer track record through statement of account and basis the income documents submitted by customer,
Funding for school,"Click below:Mortgage Academy Link for ""Lap to school"" or ""funding for School"" https://assetknowledge.icicibank.com/ICICIMortgageAcademy/lap-against-specialised-property-8893044.html",
Can we fund NRI applicant who is not having Pan card,"Yes, If PAN is not available and returns are not filed in India, necessary deviation may be taken from the competent authority as per mortgage operating guidelines",
View the status of annual review of a service provider,Prerequisite – User should have “BOS user” or “View” role in Business Outsourcing System (BOS)/Valued Partners Tracking System (VPTS) application. Click here to know the process Login to Valued Partners Tracking System (VPTS)/Business System (BOS) application http://vpts.icicibankltd.com/ Click “Master” à “Service Provider Annual Review” Enter six-digit “Service provider ID/vendor ID/IBOX ID/service provider name/vendor name” Click “Search” and refer “Status” column,
Before issuing the prepayment statement to customer do we need to sign and stamp on the statement?,Statement should be issued to customer only when the DBM/BM/CBM signs it post identifying the reason for closure and interacting with customer.,
What are the requirements for early termination of a term deposit?,"An early termination of a time deposit is generally not possible. In the event of an acute emergency, please send us an inquiry so that an individual decision can be made.",
Are there any investment periods other than 1 year for term deposits?,"At the moment there is only a one-year term for term deposits. If there are any changes, we will publish them on our website.",
I'm an international student - how do I open a blocked account?,"As an aspiring student planning to apply in Germany, you are required to open a blocked account in Germany as proof of funds.You can open the blocked account within 1-2 days with immediate account number confirmation. Please visit the blocked account section on our wwebsite (www.icicibank.de) for more information",
"If the borrower and the property are in two different locations, which should be the reference location for PSL classification?",Only the location where property is situated has to be considered for PSL classification.,
Why am I not able to initiate PCFC requests on TOL?,"EPC (INR) & PCFC (Any foreign currency) Pre-Shipments against limits can be done through TOL. For initiating the request please login using correct CustID which contains limits. Note: In case Cust ID is not linked to your login account, request you to raise a linking request for the same to initiate EPC\PCFC request.",
What will be process if NEFT/RTGS transaction done for part payment is rejected for QK reason ?,If the QK sr is not mentioned in the remarks field then the NEFT/RTGS transaction would be rejected and amount would be credited back to customer account.,
Hi,Hi!,
2.4. Process of activity discontinuation for third party service provider,The discontinuation of an existing third party activity should be approved by concerned Business Head (members from the leadership team at two reporting levels below the Executive Director). The approval should be obtained through iProcess memo,
"Applicant is NRI studying abroad and property will be registered in his name. Income of co-applicant is considered who is RI. In this case, how to take repayment of the loan?","Repayment is to be taken from NRE/ NRO account for all NRI cases. However, repayment can be taken from account of close relative in case the annexure from close relative is available. Necessary deviation may be taken from the competent authority as per mortgage credit operating guidelines",
PAN card,Yes,
Within how many days customer will receive prepayment/foreclosure statement?,Customer will receive statement after 5 working days from the date the request is placed.,
Is it possible to get tax certificates for previous years?,"You can access tax certificates for the past two years online. If you would like tax certificates from previous years, please contact us by phone at 0800-0042424 or by email at customer service@icicibank.com. You will receive these tax certificates by post.",
View/download service provider agreement (SPA) uploaded in Business Outsourcing System (BOS),"Prerequisite – User should have “BOS user” or “View” role in Business Outsourcing System (BOS)/Valued Partners Tracking System (VPTS) application. Click here to know the process Login to Valued Partners Tracking System (VPTS)/Business System (BOS) application http://vpts.icicibankltd.com/ Click “Master” à “Service Provider Mapping Master” In “Select on” field, select “Service Provider ID/Name of Service Provider” from the drop down Enter six-digit “Service provider ID/vendor ID/IBOX ID/service provider name/vendor name” Click “Search”, “Activity” Click “Click here” under “View document” column Click the file name to view or download the agreement If you are not able to view the files then, Open new internet explorer Click on “Settings” à “Internet options” à “Tabs” Select Radio button “Always open pop-ups in new tab” and save the settings Once the above setting is conducted, user need to re-login to VPTS from the fresh internet explorer",
"Signature on pan of seller to be matched with all the documents, what if same is not matched?",Dual signature declaration to be collected and case should be referred to FCPG team.,
"Whether 30 Years loan can be given for BT cases, if yes, whether term served with previous financial institution need to be reduced from the tenor of 30 years?","30 year loan can be given for BT provided all conditions as mentioned in Mortgage Operating Guidelines are met. For BT cases, balance under construction period from the date of BT to be reduced from the proposed tenor of BT loan.",
"For case booked under (PMAY + IMGC), what is the maximum FOIR for salary less than Rs. 20000?","For PMAY case where salary is <20k, FOIR of 55% is allowed",
Kindly confirm whether Gold loan exposure to be included while arriving the approving authority as per CAAM?,"Yes, Gold Loan exposure needs to be considered, while arriving at approving authority as per CAAM.",
